INSTNM,CITY,STABBR,INSTURL,LOCALE,MENONLY,WOMENONLY,SATVR75,SATMT75,SATWR75,ACTCM75,SAT_AVG,GRAD_DEBT_MDN
Alliant International University-San Diego,San Diego,CA,www.alliant.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,3000
California State University-Bakersfield,Bakersfield,CA,www.csub.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14875
California State University-Stanislaus,Turlock,CA,www.csustan.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,15761
California State University-San Bernardino,San Bernardino,CA,www.csusb.edu,12,0,0,490,500,NULL,20,884,17500
California State Polytechnic University-Pomona,Pomona,CA,www.cpp.edu,21,0,0,580,630,NULL,27,1074,18500
California State University-Chico,Chico,CA,www.csuchico.edu,13,0,0,550,550,NULL,24,996,16500
California State University-Dominguez Hills,Carson,CA,www.csudh.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,15594
California State University-Fresno,Fresno,CA,www.csufresno.edu,11,0,0,510,520,NULL,22,910,15993.5
California State University-Fullerton,Fullerton,CA,www.fullerton.edu,21,0,0,550,580,NULL,24,1021,14944
California State University-East Bay,Hayward,CA,www.csueastbay.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,15880
California State University-Long Beach,Long Beach,CA,www.csulb.edu,11,0,0,570,600,NULL,25,1054,15446
California State University-Los Angeles,Los Angeles,CA,www.calstatela.edu,11,0,0,480,500,NULL,20,871,13645
California State University-Northridge,Northridge,CA,www.csun.edu,11,0,0,510,520,NULL,22,914,15000
California State University-Sacramento,Sacramento,CA,www.csus.edu,11,0,0,520,530,NULL,22,937,16500
University of California-Berkeley,Berkeley,CA,www.berkeley.edu,12,0,0,730,770,750,34,1382,14200
University of California-Davis,Davis,CA,www.ucdavis.edu,23,0,0,640,700,660,31,1226,14833
University of California-Irvine,Irvine,CA,www.uci.edu/,12,0,0,600,690,620,29,1168,17000
University of California-Los Angeles,Los Angeles,CA,www.ucla.edu/,11,0,0,710,750,730,33,1330,16126
University of California-Riverside,Riverside,CA,WWW.UCR.EDU,11,0,0,600,650,610,27,1128,19500
University of California-San Diego,La Jolla,CA,www.ucsd.edu,11,0,0,670,760,700,32,1313,19000
University of California-San Francisco,San Francisco,CA,www.ucsf.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
University of California-Santa Barbara,Santa Barbara,CA,www.ucsb.edu,22,0,0,660,710,670,31,1253,16800
University of California-Santa Cruz,Santa Cruz,CA,www.ucsc.edu/,13,0,0,620,650,620,29,1149,19884
Sofia University,Palo Alto,CA,www.sofia.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
California Beauty School,Modesto,CA,www.calbeautycollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,9704
California Christian College,Fresno,CA,www.calchristiancollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,www.caculinary.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12931
California Hair Design Academy,La Mesa,CA,chdaschools.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6777.5
California Institute of the Arts,Valencia,CA,www.calarts.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,29200
The California Maritime Academy,Vallejo,CA,https://www.csum.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,26000
California Western School of Law,San Diego,CA,https://www.cwsl.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Canada College,Redwood City,CA,canadacollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
College of the Canyons,Santa Clarita,CA,www.canyons.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10490
Career Academy of Beauty,Garden Grove,CA,CAofB.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
Casa Loma College-Van Nuys,Van Nuys,CA,www.casalomacollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,18320
CET-San Diego,San Diego,CA,www.cetweb.org/index.php,11,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-Sobrato,San Jose,CA,cetweb.org,11,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-El Centro,El Centro,CA,cetweb.org,13,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-San Bernardino,San Bernardino,CA,cetweb.org,12,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-Watsonville,Watsonville,CA,www.cetweb.org,13,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-Salinas,Salinas,CA,cetweb.org,12,0,0,NULL,NULL,NULL,NULL,NULL,5402
Cerritos College,Norwalk,CA,www.cerritos.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7000
Cerro Coso Community College,Ridgecrest,CA,cerrocoso.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Chabot College,Hayward,CA,www.chabotcollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,10000
Chaffey College,Rancho Cucamonga,CA,www.chaffey.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Chapman University,Orange,CA,www.chapman.edu,12,0,0,640,650,660,29,1210,21000
Charles R Drew University of Medicine and Science,Los Angeles,CA,www.cdrewu.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25000
Concordia University-Irvine,Irvine,CA,www.cui.edu,12,0,0,560,590,550,26,1038,22589
San Diego Christian College,Santee,CA,www.sdcc.edu,21,0,0,560,540,550,25,992,20000
Church Divinity School of the Pacific,Berkeley,CA,www.cdsp.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Citrus College,Glendora,CA,www.citruscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,6954
Citrus Heights Beauty College,Citrus Heights,CA,www.chbeautycollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
City College of San Francisco,San Francisco,CA,www.ccsf.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Claremont Graduate University,Claremont,CA,www.cgu.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Claremont McKenna College,Claremont,CA,www.cmc.edu,21,0,0,750,770,760,33,1419,13500
Milan Institute-Visalia,Visalia,CA,www.milaninstitute.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,9322
Clovis Adult Education,Clovis,CA,www.clovisadultschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Coastline Community College,Fountain Valley,CA,www.coastline.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,5500
Cogswell College,San Jose,CA,www.cogswell.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,34247
Coleman University,San Diego,CA,www.coleman.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,28355
COBA Academy,Orange,CA,www.coba.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,11670.5
Western University of Health Sciences,Pomona,CA,www.westernu.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Columbia College,Sonora,CA,www.gocolumbia.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Columbia College-Hollywood,Tarzana,CA,www.columbiacollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,30829
El Camino College-Compton Center,Compton,CA,www.compton.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,4514
Contra Costa College,San Pablo,CA,www.contracosta.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Cosumnes River College,Sacramento,CA,www.crc.losrios.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Crafton Hills College,Yucaipa,CA,www.craftonhills.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Cuesta College,San Luis Obispo,CA,www.cuesta.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,10146.5
Cuyamaca College,El Cajon,CA,www.cuyamaca.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Cypress College,Cypress,CA,www.cypresscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
De Anza College,Cupertino,CA,www.deanza.edu/,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Marinello Schools of Beauty-Hemet,Hemet,CA,www.marinello.com,22,0,0,NULL,NULL,NULL,NULL,NULL,9940
International School of Beauty Inc,Palm Desert,CA,internationalschoolofbeauty.com,21,0,0,NULL,NULL,NULL,NULL,NULL,7010
Dell'Arte International School of Physical Theatre,Blue Lake,CA,www.dellarte.com/school,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
College of the Desert,Palm Desert,CA,collegeofthedesert.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,5500
Design Institute of San Diego,San Diego,CA,www.disd.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,39020.5
Diablo Valley College,Pleasant Hill,CA,www.dvc.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dominican University of California,San Rafael,CA,www.dominican.edu,13,0,0,570,580,570,25,1047,27000
Dominican School of Philosophy & Theology,Berkeley,CA,www.dspt.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
East Los Angeles College,Monterey Park,CA,www.elac.edu/,13,0,0,NULL,NULL,NULL,NULL,NULL,8000
Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,www.marinello.com,12,0,0,NULL,NULL,NULL,NULL,NULL,9835.5
El Camino Community College District,Torrance,CA,www.elcamino.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,4514
Elegance International,Hollywood,CA,ei.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,6333
Marinello Schools of Beauty-Burbank,Burbank,CA,www.marinello.com,12,0,0,NULL,NULL,NULL,NULL,NULL,10215.5
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,www.marinello.com,21,0,0,NULL,NULL,NULL,NULL,NULL,10014.5
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,www.emperors.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Empire College,Santa Rosa,CA,www.empcol.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,16500
Evergreen Valley College,San Jose,CA,www.evc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,www.fidm.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,WWW.FIDM.EDU,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,www.FIDM.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,12000
Feather River Community College District,Quincy,CA,www.frc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,9492.5
Federico Beauty Institute,Sacramento,CA,federico.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,8398
Fielding Graduate University,Santa Barbara,CA,www.fielding.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Five Branches University,Santa Cruz,CA,www.fivebranches.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Redondo Beach Beauty College,Redondo Beach,CA,RedondoBeachBeautyCollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Foothill College,Los Altos Hills,CA,www.foothill.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14000
Franciscan School of Theology,Oceanside,CA,www.fst.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fredrick and Charles Beauty College,Eureka,CA,www.fandcbeauty.com,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fresno City College,Fresno,CA,www.fresnocitycollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,4500
Fresno Pacific University,Fresno,CA,www.fresno.edu,11,0,0,560,560,530,24,1010,19972.5
Fuller Theological Seminary in California,Pasadena,CA,www.fuller.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fullerton College,Fullerton,CA,www.fullcoll.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Gavilan College,Gilroy,CA,www.gavilan.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,9500
Gemological Institute of America-Carlsbad,Carlsbad,CA,www.gia.edu/gem-education,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Glendale Community College,Glendale,CA,www.glendale.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Glendale Career College,Glendale,CA,www.success.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
Golden Gate University-San Francisco,San Francisco,CA,www.ggu.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25818.5
Golden West College,Huntington Beach,CA,www.goldenwestcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,5500
Graduate Theological Union,Berkeley,CA,WWW.GTU.EDU,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Grossmont College,El Cajon,CA,www.grossmont.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,4500
Salon Success Academy-Riverside,Riverside,CA,www.gotobeautyschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,13361
Hartnell College,Salinas,CA,www.hartnell.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Harvey Mudd College,Claremont,CA,https://www.hmc.edu,21,0,0,770,800,760,35,1500,26000
Heald College-Rancho Cordova,Rancho Cordova,CA,www.heald.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,11676
Heald College-Fresno,Fresno,CA,www.heald.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,11676
Heald College-San Jose,Milpitas,CA,www.heald.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,11676
Heald College-San Francisco,San Francisco,CA,www.heald.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,11676
Heald College-Concord,Concord,CA,www.Heald.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,11676
Hilltop Beauty School,Daly City,CA,www.hilltopbeautyschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Holy Names University,Oakland,CA,www.hnu.edu,11,0,0,480,500,NULL,21,885,27000
Pacifica Graduate Institute,Carpinteria,CA,www.pacifica.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Humboldt State University,Arcata,CA,www.humboldt.edu,33,0,0,560,540,NULL,24,986,19553
Humphreys College-Stockton and Modesto Campuses,Stockton,CA,www.humphreys.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,31979.5
Imperial Valley College,Imperial,CA,www.imperial.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Institute for Business and Technology,Santa Clara,CA,www.ibttech.com,12,0,0,NULL,NULL,NULL,NULL,NULL,8023
Interior Designers Institute,Newport Beach,CA,idi.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,31538
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,toniguy.com/academy/santa_monica_beauty_school/default.aspx,13,0,0,NULL,NULL,NULL,NULL,NULL,13926
Irvine Valley College,Irvine,CA,www.ivc.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,6500
ITT Technical Institute-National City,National City,CA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-San Dimas,San Dimas,CA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Orange,Orange,CA,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
Bellus Academy-El Cajon,El Cajon,CA,www.bellusacademy.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7917
John F. Kennedy University,Pleasant Hill,CA,www.jfku.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24856
American Jewish University,Los Angeles,CA,www.aju.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Reedley College,Reedley,CA,www.reedleycollege.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,4405
Life Pacific College,San Dimas,CA,www.lifepacific.edu,21,0,0,530,488,518,21,903,21500
Argosy University-The Art Institute of California-San Diego,San Diego,CA,www.artinstitutes.edu/san-diego/,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
University of La Verne,La Verne,CA,www.laverne.edu/,21,0,0,550,550,540,23,1014,24894
Laguna College of Art and Design,Laguna Beach,CA,www.lcad.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,27000
Lake Tahoe Community College,South Lake Tahoe,CA,www.ltcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Lancaster Beauty School,Lancaster,CA,lancasterbeautyschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,7232.5
Laney College,Oakland,CA,www.laney.edu/wp/,11,0,0,NULL,NULL,NULL,NULL,NULL,8600
Lassen Community College,Susanville,CA,www.lassencollege.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Life Chiropractic College West,Hayward,CA,www.lifewest.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Lincoln University,Oakland,CA,www.lincolnuca.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Southern California Seminary,El Cajon,CA,www.socalsem.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
La Sierra University,Riverside,CA,www.lasierra.edu,11,0,0,520,550,520,23,934,27000
Loma Linda University,Loma Linda,CA,www.llu.edu/index.html,21,0,0,NULL,NULL,NULL,NULL,NULL,20096.5
Long Beach City College,Long Beach,CA,www.lbcc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8321.5
Southern California University of Health Sciences,Whittier,CA,www.scuhs.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Los Angeles Harbor College,Wilmington,CA,www.lahc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,4250
Los Angeles Pierce College,Woodland Hills,CA,www.piercecollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12148
Los Angeles Southwest College,Los Angeles,CA,www.lasc.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,4500
Los Angeles Trade Technical College,Los Angeles,CA,www.lattc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,4750
Los Angeles Valley College,Valley Glen,CA,www.lavc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
The Master's College and Seminary,Santa Clarita,CA,www.masters.edu,21,0,0,610,590,600,28,1103,21250
Los Angeles City College,Los Angeles,CA,www.lacitycollege.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,8000
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,dhs.org/wps/portal/CollegeofNursing,11,0,0,NULL,NULL,NULL,NULL,NULL,11964
Los Angeles Mission College,Sylmar,CA,www.lamission.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Los Medanos College,Pittsburg,CA,www.losmedanos.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,www.artinstitutes.edu/san-francisco/,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
Loyola Marymount University,Los Angeles,CA,www.lmu.edu,11,0,0,640,660,650,30,1218,22500
Lu Ross Academy,Ventura,CA,www.lurossacademy.com/,12,0,0,NULL,NULL,NULL,NULL,NULL,8310.5
Manchester Beauty College,Fresno,CA,www.manchesterbeautycollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Tulare Beauty College,Tulare,CA,www.tularebeautycollege.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Lyles Fresno College of Beauty,Fresno,CA,lylescolleges.com,11,0,0,NULL,NULL,NULL,NULL,NULL,8556
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,www.lytles-rebc.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9427
MTI Business College Inc,Stockton,CA,www.mtistockton.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
MTI College,Sacramento,CA,www.mticollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Brightwood College-Sacramento,Sacramento,CA,www.brightwood.edu/sacramento-ca/,21,0,0,NULL,NULL,NULL,NULL,NULL,9449.5
Brightwood College-San Diego,San Diego,CA,www.brightwood.edu/san-diego-ca/,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Brightwood College-Vista,Vista,CA,www.brigthwood.edu/vista-ca/,21,0,0,NULL,NULL,NULL,NULL,NULL,9057
College of Marin,Kentfield,CA,www.marin.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,15000
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,www.marinello.com,11,0,0,NULL,NULL,NULL,NULL,NULL,10106.5
Marymount California University,Rancho Palos Verdes,CA,www.marymountcalifornia.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,19500
Mendocino College,Ukiah,CA,www.mendocino.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,15263
Menlo College,Atherton,CA,www.menlo.edu,21,0,0,535,560,528,23,995,22746.5
Merced College,Merced,CA,www.mccd.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Merritt College,Oakland,CA,www.merritt.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mills College,Oakland,CA,www.mills.edu,11,0,1,640,610,610,29,1152,23471
MiraCosta College,Oceanside,CA,www.miracosta.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,4500
Marinello Schools of Beauty-San Francisco,San Francisco,CA,www.marinello.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9852.5
Mission College,Santa Clara,CA,www.missioncollege.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Modern Beauty Academy,Oxnard,CA,www.modernbeautyacademy.org,12,0,0,NULL,NULL,NULL,NULL,NULL,5600
Brightwood College-North Hollywood,North Hollywood,CA,www.brightwood.edu/north-hollywood-ca/,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Modesto Junior College,Modesto,CA,www.mjc.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Moler Barber College,Oakland,CA,moler.org/Home_Page.html,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Middlebury Institute of International Studies at Monterey,Monterey,CA,www.miis.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,17500
Monterey Peninsula College,Monterey,CA,www.mpc.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Moorpark College,Moorpark,CA,www.moorparkcollege.edu/index.shtml,22,0,0,NULL,NULL,NULL,NULL,NULL,12625
Mt San Antonio College,Walnut,CA,www.mtsac.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,5250
Mount Saint Mary's University,Los Angeles,CA,www.msmu.edu,11,0,1,510,510,520,21,902,25000
Mt San Jacinto Community College District,San Jacinto,CA,www.msjc.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mueller College,San Diego,CA,www.mueller.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12166.5
Musicians Institute,Hollywood,CA,www.mi.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Napa Valley College,Napa,CA,www.napavalley.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9291
Everest College-Reseda,Reseda,CA,www.everest.edu/campus/reseda,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest College-Gardena,Gardena,CA,www.everest.edu/campus/gardena,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest College-Alhambra,Alhambra,CA,www.everest.edu/campus/alhambra,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Everest College-San Bernardino,San Bernardino,CA,everest.edu/campus/san_bernardino,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
The National Hispanic University,San Jose,CA,www.nhu.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,15944.5
National Holistic Institute,Emeryville,CA,www.nhi.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
National University,La Jolla,CA,www.nu.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,27906.5
Newschool of Architecture and Design,San Diego,CA,www.newschoolarch.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,35500
Newberry School of Beauty,Granada Hills,CA,www.newberryschoolofbeauty.net,11,0,0,NULL,NULL,NULL,NULL,NULL,6333
North Adrian's College of Beauty Inc,Modesto,CA,www.adrians.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,10850
North-West College-Pomona,Pomona,CA,www.north-westcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9250
North-West College-West Covina,West Covina,CA,www.north-westcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,8150
North-West College-Pasadena,Pasadena,CA,www.north-westcollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,8230
Notre Dame de Namur University,Belmont,CA,www.ndnu.edu,21,0,0,520,520,510,21,932,26865.5
Occidental College,Los Angeles,CA,www.oxy.edu,11,0,0,690,700,700,31,1300,23231.5
Oceanside College of Beauty,Oceanside,CA,www.ocb.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,9234
Ohlone College,Fremont,CA,www.ohlone.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Orange Coast College,Costa Mesa,CA,www.orangecoastcollege.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,6500
